Timestamp	datatype	data
721740500	accel	-1.9426728, 2.675475, 9.084352
721740507	orientation	-1.4302741, -0.25170267, 0.17078373
721740520	accel	-2.2217357, 2.4299114, 9.548858
721740540	accel	-1.5789639, 2.1690936, 9.558429
721740527	orientation	-1.4258128, -0.24994971, 0.17152178
721740547	orientation	-1.4205546, -0.24975827, 0.16559634
721740560	accel	-0.7719844, 2.4849463, 9.407681
721740568	orientation	-1.4128487, -0.24897334, 0.16315465
721740580	accel	-1.2257234, 2.6276183, 9.437592
721740600	accel	-2.5342982, 2.3868406, 9.265308
721740588	orientation	-1.4011737, -0.24491787, 0.1724611
721740608	orientation	-1.3855575, -0.23818871, 0.19277044
721740620	accel	-2.7305098, 1.867299, 8.866604
721740628	orientation	-1.3712698, -0.2286014, 0.21486282
721740641	accel	-1.8589242, 1.873281, 8.977871
721740648	orientation	-1.3621088, -0.2188231, 0.23025277
721740661	accel	-1.4365909, 2.32702, 9.58475
721740668	orientation	-1.3544917, -0.21113072, 0.2397055
721740681	accel	-2.1714866, 2.4239295, 10.3543415
721740688	orientation	-1.3421735, -0.20559305, 0.2500704
721740701	accel	-2.6838498, 2.1882362, 10.7351
721740709	orientation	-1.3259903, -0.20326445, 0.26014555
721740721	accel	-2.8489544, 1.779961, 9.948758
721740729	orientation	-1.3074185, -0.20389579, 0.26999155
721740741	accel	-1.8984057, 1.4150555, 9.077172
721740761	accel	-3.1639097, 1.7416757, 9.2641115
721740749	orientation	-1.2901286, -0.20327735, 0.27621597
721740769	orientation	-1.2714849, -0.20112377, 0.2867904
721740782	accel	-4.4674, 1.7763717, 9.445967
721740802	accel	-4.0651064, 1.6328024, 9.546465
721740789	orientation	-1.2513798, -0.19820897, 0.30476883
721740809	orientation	-1.2355902, -0.19450796, 0.32678652
721740822	accel	-3.73729, 2.003989, 10.073185
721740842	accel	-4.169194, 2.103291, 9.995419
721740830	orientation	-1.2259456, -0.19364595, 0.349493
721740862	accel	-4.5762734, 1.5693926, 9.050852
721740850	orientation	-1.218865, -0.19795468, 0.3706728
721740882	accel	-4.2221355, 1.6507485, 9.28804
721740870	orientation	-1.2119249, -0.20343202, 0.39039212
721740903	accel	-4.141677, 2.082952, 9.748658
721740890	orientation	-1.206851, -0.2087966, 0.40856066
721740923	accel	-4.581059, 2.4131618, 9.104691
721740910	orientation	-1.2032537, -0.21543261, 0.43015382
721740930	orientation	-1.1992314, -0.22443034, 0.45506918
721740943	accel	-4.8565326, 2.178665, 7.8981094
721740963	accel	-5.729016, 1.9187447, 6.25095
721740950	orientation	-1.1969311, -0.2351629, 0.47353312
721740983	accel	-4.888836, 2.1020947, 7.6540413
721740971	orientation	-1.1982049, -0.24849889, 0.47168642
721740991	orientation	-1.2004783, -0.2614565, 0.45582512
721741003	accel	-3.6834514, 2.9566314, 9.030513
721741011	orientation	-1.2047158, -0.27341673, 0.44120994
721741023	accel	-3.7971103, 2.8597221, 9.132208
721741044	accel	-4.5487556, 2.4658036, 8.723035
721741031	orientation	-1.2067524, -0.2839652, 0.43434796
721741064	accel	-4.2317066, 2.8704898, 9.220742
721741051	orientation	-1.2082115, -0.29444087, 0.42810595
721741071	orientation	-1.2122282, -0.30924737, 0.41592032
721741084	accel	-3.321836, 3.2069805, 9.126225
721741104	accel	-2.9877381, 3.4809587, 8.926425
721741091	orientation	-1.2178003, -0.32763094, 0.39887294
721741124	accel	-3.254837, 3.3756745, 7.9363947
721741112	orientation	-1.2186695, -0.3448166, 0.38755116
721741132	orientation	-1.2175604, -0.3588728, 0.37987927
721741144	accel	-3.9610188, 3.3684962, 8.324331
721741164	accel	-3.8425741, 3.5216367, 8.417651
721741152	orientation	-1.2165582, -0.37136137, 0.3710064
721741172	orientation	-1.2166764, -0.38436925, 0.36176917
721741185	accel	-2.7149563, 3.7468612, 8.183154
721741205	accel	-2.5462625, 3.856931, 8.093124
721741192	orientation	-1.2186065, -0.39677867, 0.35288072
721741225	accel	-3.1196425, 3.7109687, 7.963912
721741212	orientation	-1.2200396, -0.4066087, 0.3458845
721741233	orientation	-1.2194736, -0.4145765, 0.33994204
721741245	accel	-3.0296125, 3.822235, 8.140083
721741265	accel	-2.9219356, 3.9083767, 8.173583
721741253	orientation	-1.218878, -0.42174816, 0.33339953
721741285	accel	-2.6072793, 3.9610188, 7.9770727
721741273	orientation	-1.2181791, -0.42853925, 0.328321
721741293	orientation	-1.2181766, -0.43505248, 0.32394794
721741306	accel	-2.7113671, 3.938287, 7.7593255
721741313	orientation	-1.2175174, -0.4398528, 0.32151043
721741326	accel	-2.626422, 4.0351963, 7.5882387
721741346	accel	-2.7089744, 4.1033916, 8.149654
721741333	orientation	-1.2167606, -0.4422319, 0.32078597
721741366	accel	-2.902793, 4.095017, 8.644969
721741353	orientation	-1.2174735, -0.4434975, 0.3188046
721741374	orientation	-1.2187726, -0.44639283, 0.31462112
721741386	accel	-2.6898317, 4.191926, 8.370991
721741394	orientation	-1.2197565, -0.45089224, 0.30951914
721741406	accel	-2.5208387, 4.229314, 7.912466
721741426	accel	-2.547459, 4.308277, 7.8430743
721741414	orientation	-1.2192197, -0.4538763, 0.30659044
721741447	accel	-2.3569303, 4.2927237, 7.7353973
721741434	orientation	-1.2177182, -0.45439276, 0.3067798
721741454	orientation	-1.217621, -0.45344323, 0.30626306
721741467	accel	-2.6240292, 4.334598, 8.646166
721741487	accel	-3.0080771, 4.229314, 8.829515
721741474	orientation	-1.2180214, -0.45246738, 0.30357924
721741507	accel	-2.6718855, 4.1847477, 8.470293
721741494	orientation	-1.2178319, -0.45403633, 0.29946768
721741515	orientation	-1.2180256, -0.45668656, 0.29365158
721741527	accel	-2.3401806, 4.3178487, 8.283653
721741535	orientation	-1.2170904, -0.45772392, 0.29088444
721741547	accel	-2.1678972, 4.3537407, 8.150851
721741555	orientation	-1.2152154, -0.45601058, 0.29180193
721741567	accel	-2.2815564, 4.45065, 8.539685
721741588	accel	-3.0897322, 4.219743, 8.812766
721741575	orientation	-1.2137976, -0.45367274, 0.2930735
721741608	accel	-3.0535407, 4.2257247, 8.415258
721741595	orientation	-1.2117972, -0.4525897, 0.29334226
721741615	orientation	-1.21015, -0.45276073, 0.29301098
721741628	accel	-2.5869403, 4.2364926, 8.254939
721741648	accel	-2.4071796, 4.3968115, 8.490632
721741635	orientation	-1.2103331, -0.4520499, 0.29244295
721741668	accel	-2.382055, 4.388437, 8.560024
721741656	orientation	-1.2104613, -0.4504396, 0.2936633
721741676	orientation	-1.2110178, -0.44873813, 0.29502043
721741688	accel	-2.487339, 4.388437, 8.906086
721741709	accel	-2.7245276, 4.351348, 8.760123
721741696	orientation	-1.211907, -0.4481684, 0.2938709
721741729	accel	-2.9159534, 4.214957, 8.3015995
721741716	orientation	-1.2111015, -0.44971406, 0.29244116
721741749	accel	-2.8166513, 4.3094735, 8.423633
721741736	orientation	-1.2104943, -0.45201686, 0.28910884
721741769	accel	-2.0949163, 4.4817567, 8.432008
721741756	orientation	-1.210151, -0.45430923, 0.2848646
721741777	orientation	-1.2106618, -0.45646778, 0.281273
721741789	accel	-1.8948164, 4.4482574, 8.252546
721741809	accel	-2.6347969, 4.2927237, 8.333902
721741797	orientation	-1.2102784, -0.4573318, 0.28051114
721741817	orientation	-1.2079502, -0.4566675, 0.2823436
721741829	accel	-2.8752756, 4.2831526, 8.369795
721741850	accel	-2.6168506, 4.334598, 8.180761
721741837	orientation	-1.2059244, -0.45632294, 0.2835906
721741870	accel	-2.2265215, 4.475775, 8.48465
721741857	orientation	-1.2055974, -0.45624325, 0.2832047
721741890	accel	-1.7464614, 4.6229334, 8.825927
721741877	orientation	-1.2074795, -0.45626014, 0.28031865
721741897	orientation	-1.2094548, -0.45688117, 0.27654478
721741910	accel	-1.9378872, 4.59063, 8.7577305
721741930	accel	-2.1762722, 4.5631127, 8.5887375
721741918	orientation	-1.208559, -0.45744923, 0.27582616
721741950	accel	-2.2576282, 4.62413, 8.7266245
721741938	orientation	-1.2054102, -0.45755038, 0.2778963
721741958	orientation	-1.2024935, -0.45774484, 0.27974004
721741970	accel	-2.2791636, 4.705486, 8.702696
721741991	accel	-1.7225332, 5.020441, 8.902496
721741978	orientation	-1.2011555, -0.4596909, 0.27817726
721742011	accel	-0.51236314, 5.4263234, 9.227921
721741998	orientation	-1.2005941, -0.4634519, 0.27277717
721742018	orientation	-1.1973395, -0.46600834, 0.27295002
721742031	accel	0.37716866, 5.6189456, 9.084352
721742038	orientation	-1.1910677, -0.46719283, 0.27832386
721742051	accel	0.43938205, 5.7110696, 9.311969
721742071	accel	0.17706887, 5.7409797, 9.603892
721742059	orientation	-1.18116, -0.46755254, 0.28641728
721742091	accel	0.47168517, 5.951847, 9.514162
721742079	orientation	-1.1672422, -0.46871576, 0.29498637
721742112	accel	1.0319048, 6.2258253, 9.679267
721742099	orientation	-1.1493846, -0.47089964, 0.30406785
721742119	orientation	-1.1281749, -0.4729425, 0.3139274
721742132	accel	0.90029955, 6.3311095, 10.074382
721742152	accel	0.31136605, 6.5048885, 10.818849
721742139	orientation	-1.1025333, -0.47456205, 0.3243071
721742172	accel	0.6511469, 6.782456, 11.345569
721742159	orientation	-1.0727781, -0.4786162, 0.3324736
721742192	accel	0.8066803, 6.9044895, 11.78854
721742180	orientation	-1.0399643, -0.4863408, 0.33825272
721742200	orientation	-1.0031924, -0.49675736, 0.3437881
721742212	accel	-0.8787641, 6.5635123, 12.069996
721742232	accel	-2.7735806, 6.015257, 11.923735
721742220	orientation	-0.9576422, -0.5090431, 0.35401183
721742253	accel	-4.24726, 5.617749, 11.330015
721742240	orientation	-0.90620303, -0.52430946, 0.3668507
721742260	orientation	-0.85235006, -0.5424942, 0.37973762
721742273	accel	-4.9869413, 5.738587, 11.400603
721742293	accel	-6.5958157, 5.799604, 11.163714
721742280	orientation	-0.798313, -0.563035, 0.39324474
721742313	accel	-8.599505, 5.391628, 10.81167
721742300	orientation	-0.74444234, -0.58661586, 0.40788764
721742333	accel	-9.50818, 4.9307103, 10.14138
721742321	orientation	-0.6880324, -0.61267585, 0.42573965
721742341	orientation	-0.63575214, -0.6410902, 0.44341743
721742353	accel	-10.232307, 4.308277, 10.030114
721742373	accel	-10.96152, 3.8545382, 10.556834
721742361	orientation	-0.58791155, -0.6704233, 0.46139145
721742381	orientation	-0.5425093, -0.70056313, 0.48455966
721742394	accel	-12.0589285, 3.44387, 9.890134
721742414	accel	-12.831212, 3.3517463, 8.685647
721742401	orientation	-0.501822, -0.73529655, 0.51067144
721742421	orientation	-0.46884537, -0.77670026, 0.5328807
721742434	accel	-12.480365, 3.4570305, 7.2062845
721742441	orientation	-0.44293168, -0.82369256, 0.5501339
721742454	accel	-11.652149, 3.5443685, 5.8067822
721742474	accel	-10.529317, 3.4809587, 5.1735816
721742462	orientation	-0.4240132, -0.87231475, 0.56443673
721742494	accel	-9.813265, 3.5168512, 5.895616
721742482	orientation	-0.41602853, -0.920014, 0.5740341
721742514	accel	-8.977871, 3.4594233, 5.945865
721742502	orientation	-0.42048752, -0.9684306, 0.57749754
721742522	orientation	-0.43457547, -1.0208602, 0.5744542
721742535	accel	-7.919645, 3.3170505, 5.1436715
721742555	accel	-7.109375, 3.2919257, 4.6803613
721742542	orientation	-0.4583674, -1.0771034, 0.5627173
721742575	accel	-6.8709903, 3.161517, 4.0040894
721742562	orientation	-0.49041033, -1.1344382, 0.5427864
721742595	accel	-5.563911, 3.0969107, 3.260819
721742583	orientation	-0.5386442, -1.1915596, 0.5089779
721742615	accel	-4.133302, 3.5611184, 3.7672002
721742603	orientation	-0.62442833, -1.2477582, 0.44228205
721742623	orientation	-0.7548807, -1.3009129, 0.3326286
721742635	accel	-2.9410782, 3.679862, 3.816253
721742656	accel	-2.0745773, 3.4163525, 3.5144582
721742643	orientation	-0.9424608, -1.3486418, 0.1672873
721742663	orientation	-1.2227119, -1.3859942, -0.086667925
721742676	accel	-1.1180464, 3.3433714, 3.2033913
721742696	accel	-0.07298109, 3.3864422, 2.7592237
721742683	orientation	-1.6077998, -1.4039896, -0.4436733
721742703	orientation	-2.0157142, -1.3950956, -0.8241793
721742716	accel	1.2987045, 3.370889, 2.4825535
721742724	orientation	-2.3365614, -1.363368, -1.1162715
721742736	accel	2.0075781, 3.4558342, 2.3258235
721742756	accel	2.5785656, 3.5001013, 2.539084
721742744	orientation	-2.5478501, -1.3188468, -1.2954774
721742776	accel	3.592225, 3.3206396, 2.5965116
721742764	orientation	-2.6913404, -1.268218, -1.4027617
721742784	orientation	-2.8010294, -1.214111, -1.4735413
721742797	accel	4.261617, 3.3373895, 2.565405
721742817	accel	4.7629137, 3.1663027, 2.015953
721742804	orientation	-2.887721, -1.1587516, -1.5225921
721742824	orientation	-2.9594352, -1.1026156, -1.5573943
721742837	accel	5.5543394, 2.9135606, 1.4066806
721742857	accel	6.261718, 2.827419, 1.6351951
721742844	orientation	-3.0179405, -1.0470408, -1.5774826
721742865	orientation	-3.0671327, -0.99221575, -1.5874127
721742877	accel	6.916454, 2.8118658, 1.5119648
721742897	accel	8.379366, 2.693421, 1.1647065
721742885	orientation	-3.112626, -0.9366099, -1.5944793
721742917	accel	8.183154, 2.65035, 1.1934203
721742905	orientation	3.1273735, -0.8828568, -1.6011562
721742938	accel	8.023732, 2.062613, 0.6978069
721742925	orientation	3.0915644, -0.8337709, -1.6018181
721742958	accel	7.3989067, 1.8218354, 1.1491531
721742945	orientation	3.0604875, -0.78826696, -1.5948727
721742978	accel	8.010572, 1.5957136, 1.4712868
721742965	orientation	3.0346086, -0.7433058, -1.5796692
721742998	accel	8.922835, 1.5921243, 1.7919251
721742986	orientation	3.0102084, -0.69831455, -1.5633781
721743006	orientation	2.9859037, -0.6538745, -1.550236
721743018	accel	9.970294, 1.5945172, 1.4856437
721743026	orientation	2.961698, -0.6105393, -1.5392315
721743038	accel	10.757832, 1.6950158, 0.96490574
721743059	accel	11.306087, 1.7524434, 1.393221
721743046	orientation	2.9398816, -0.56991863, -1.5250503
721743079	accel	12.263814, 2.105684, 1.4760724
721743066	orientation	2.9226594, -0.53299195, -1.5041254
721743099	accel	13.439288, 2.4382863, 1.1120644
721743086	orientation	2.9073317, -0.5000117, -1.4808847
721743106	orientation	2.8901117, -0.46972772, -1.462752
721743119	accel	15.069698, 2.8082764, 0.34965122
721743139	accel	15.985251, 3.1220353, -0.076570325
721743127	orientation	2.8709486, -0.44280222, -1.4518521
721743159	accel	16.897516, 3.606582, -0.76241314
721743147	orientation	2.8539407, -0.4208455, -1.441756
721743179	accel	18.114864, 4.005286, -1.4736797
721743167	orientation	2.840421, -0.4045007, -1.4292661
721743187	orientation	2.8293567, -0.39379454, -1.4185917
721743200	accel	19.082163, 4.3525443, -1.582553
721743220	accel	19.5036, 4.6803613, -1.7081763
721743227	orientation	2.815436, -0.39110056, -1.4144073
721743207	orientation	2.8207924, -0.38912907, -1.4133738
721743240	accel	17.151453, 4.3130627, -0.6667002
721743260	accel	17.151453, 4.3130627, -0.6667002
721743247	orientation	2.8138623, -0.40090394, -1.4191658
721743280	accel	17.151453, 4.3130627, -0.6667002
721743268	orientation	2.8178568, -0.4185835, -1.4238632
721743300	accel	15.274284, 4.145266, 0.03589234
721743288	orientation	2.8263936, -0.44290537, -1.4285105
721743320	accel	14.041383, 4.05075, 0.541077
721743308	orientation	2.8381388, -0.47130913, -1.4357708
721743341	accel	13.749458, 4.118945, 0.71455663
721743328	orientation	2.8500762, -0.5011787, -1.4495721
721743348	orientation	2.861398, -0.53314215, -1.4689646
721743361	accel	13.166207, 4.182355, 1.0833504
721743381	accel	11.96202, 4.0160537, 1.0917253
721743368	orientation	2.8749127, -0.5693822, -1.48756
721743401	accel	10.870295, 3.929912, 1.1694921
721743388	orientation	2.8912923, -0.61001265, -1.501357
721743421	accel	9.81805, 3.836592, 1.8720846
721743409	orientation	2.908984, -0.652485, -1.5127343
721743441	accel	9.426824, 3.9418762, 2.3174486
721743429	orientation	2.9254751, -0.695026, -1.5268676
721743462	accel	9.103494, 4.01725, 2.4622145
721743449	orientation	2.9401143, -0.7370141, -1.5468128
721743482	accel	8.715857, 4.005286, 1.9259231
721743469	orientation	2.9527516, -0.7792711, -1.5708716
721743502	accel	8.023732, 3.9885364, 1.7739788
721743489	orientation	2.9644783, -0.8225868, -1.5959682
721743509	orientation	2.9762287, -0.86669177, -1.620129
721743522	accel	7.413264, 3.9921255, 1.3154542
721743542	accel	7.282855, 4.1751766, 1.4473586
721743530	orientation	2.9858441, -0.9105367, -1.6455916
721743562	accel	7.902895, 4.377669, 0.9493524
721743550	orientation	2.9933884, -0.95365804, -1.6744918
721743582	accel	7.25773, 4.3202415, 1.1407782
721743570	orientation	2.99806, -0.9978902, -1.7088336
721743603	accel	6.1289163, 4.2831526, 1.2053844
721743590	orientation	3.0068715, -1.0460539, -1.74108
721743623	accel	5.441877, 4.3154554, 0.846461
721743610	orientation	3.0193784, -1.0970738, -1.7679857
721743643	accel	4.6061835, 4.505685, 1.3549358
721743630	orientation	3.0313993, -1.1498748, -1.7914622
721743663	accel	4.206283, 4.618148, 1.4138591
721743650	orientation	3.0426018, -1.2028769, -1.8148409
721743671	orientation	3.0481873, -1.2554479, -1.8451592
721743683	accel	3.917948, 4.699504, 1.6387844
721743703	accel	3.1339993, 4.6289153, 1.7093726
721743691	orientation	3.0468156, -1.3078878, -1.8858312
721743723	accel	1.8074784, 4.564309, 1.3549358
721743711	orientation	3.0397522, -1.3622694, -1.9343774
721743744	accel	0.94695956, 4.421936, 1.3058829
721743731	orientation	3.0228589, -1.4185892, -1.9901356
721743764	accel	0.32093734, 4.526024, 2.03031
721743751	orientation	2.9841049, -1.4748573, -2.06301
721743784	accel	-0.07298109, 4.7198424, 2.5378876
721743771	orientation	2.828819, -1.530052, -2.2512555
721743804	accel	-0.846461, 4.7114677, 2.6371896
721743791	orientation	0.64262074, -1.5505574, 1.8108693
721743824	accel	-1.5299109, 4.510471, 2.4191437
721743812	orientation	0.194291, -1.4987149, 1.3261162
721743832	orientation	0.13897543, -1.445603, 1.2342026
721743844	accel	-1.934298, 4.412365, 2.4646072
721743865	accel	-2.5172493, 4.3501515, 2.778366
721743852	orientation	0.11848155, -1.3920913, 1.177077
721743872	orientation	0.110251434, -1.3374624, 1.1340549
721743885	accel	-2.9889345, 4.243671, 2.868097
721743905	accel	-3.437888, 4.092624, 3.1555347
721743892	orientation	0.10695933, -1.281727, 1.0996302
721743925	accel	-3.8234315, 4.1297126, 3.5264223
721743912	orientation	0.105217345, -1.2270212, 1.0690938
721743933	orientation	0.10764978, -1.1744245, 1.0398622
721743945	accel	-4.345366, 4.034, 3.5300117
721743965	accel	-5.026423, 4.0818563, 3.3409786
721743953	orientation	0.11730004, -1.1220474, 1.0131876
721743973	orientation	0.13104518, -1.0666809, 0.9915437
721744026	accel	-8.831908, 4.1955156, 5.4502516
721743985	accel	-6.450751, 3.9897327, 4.825426
721744013	orientation	0.13927647, -0.95447373, 0.9506983
721744006	accel	-8.831908, 4.1955156, 5.4502516
721743993	orientation	0.13986951, -1.0087757, 0.97277325
721744033	orientation	0.13862282, -0.90598214, 0.92626756
721744046	accel	-8.980264, 4.5320063, 5.64766
721744053	orientation	0.14101902, -0.8618578, 0.90359026
721744066	accel	-9.215957, 4.7581277, 5.2429733
721744086	accel	-9.606286, 4.9139605, 5.3159547
721744074	orientation	0.1416366, -0.82122284, 0.8819225
721744106	accel	-9.353843, 5.1640105, 6.035596
721744094	orientation	0.1353085, -0.7846488, 0.85588676
721744126	accel	-8.53131, 5.3569317, 7.083054
721744114	orientation	0.123433694, -0.7533965, 0.8239971
721744134	orientation	0.111684866, -0.7251853, 0.7915981
721744147	accel	-8.095517, 5.671588, 7.609774
721744167	accel	-8.706285, 5.95424, 8.021339
721744154	orientation	0.10272309, -0.69773614, 0.76436657
721744187	accel	-9.202796, 6.283253, 8.45474
721744174	orientation	0.093837105, -0.6718064, 0.7403895
721744207	accel	-9.068798, 6.7238317, 8.88814
721744194	orientation	0.0840037, -0.6498005, 0.71616155
721744227	accel	-9.19801, 7.106982, 9.688838
721744215	orientation	0.07487636, -0.63095367, 0.6925699
721744247	accel	-9.841082, 7.305587, 10.172487
721744235	orientation	0.06920195, -0.6139389, 0.6741565
721744267	accel	-10.247861, 7.420442, 10.343575
721744255	orientation	0.06704028, -0.59888047, 0.6632147
721744288	accel	-10.542478, 7.511369, 10.729117
721744275	orientation	0.06455918, -0.5877801, 0.65596
721744308	accel	-10.621441, 7.701898, 10.617851
721744295	orientation	0.06165505, -0.5823691, 0.64973176
721744328	accel	-10.869098, 7.7700934, 10.388141
721744315	orientation	0.060787793, -0.5821807, 0.6466489
721744348	accel	-11.026127, 7.798807, 10.7482605
721744336	orientation	0.062102366, -0.58502144, 0.6488643
721744368	accel	-11.023734, 7.5810604, 11.33839
721744356	orientation	0.062699065, -0.59061646, 0.6558785
721744388	accel	-10.93849, 7.2960153, 11.379068
721744376	orientation	0.059874732, -0.6018118, 0.6642602
721744409	accel	-11.087144, 6.9738817, 10.840384
721744396	orientation	0.056678798, -0.6203472, 0.6730059
721744429	accel	-11.75863, 6.5838513, 10.050453
721744416	orientation	0.056517225, -0.6445961, 0.6849608
721744449	accel	-11.89861, 6.055935, 9.447163
721744436	orientation	0.05963386, -0.6728846, 0.7026948
721744469	accel	-10.849956, 5.6237316, 9.313165
721744456	orientation	0.058784198, -0.7064228, 0.721296
721744489	accel	-9.50818, 5.330312, 9.432806
721744477	orientation	0.04865313, -0.74728817, 0.7343351
721744509	accel	-8.305188, 4.909175, 8.914461
721744497	orientation	0.03417153, -0.7951352, 0.7435605
721744529	accel	-7.760522, 4.4518466, 8.129017
721744517	orientation	0.02198899, -0.8470234, 0.75551
721744550	accel	-7.667202, 3.9000018, 7.408478
721744537	orientation	0.010581449, -0.9009823, 0.771521
721744570	accel	-6.8578296, 3.4534414, 6.2700925
721744557	orientation	-0.0064376174, -0.95868576, 0.78608865
721744577	orientation	-0.035304163, -1.0222591, 0.7905282
721744590	accel	-5.0587263, 3.3457642, 5.374878
721744610	accel	-3.527619, 3.4474592, 5.055137
721744597	orientation	-0.077429175, -1.0901465, 0.77988344
721744630	accel	-2.8046873, 3.3553355, 5.2250276
721744618	orientation	-0.13140887, -1.1600418, 0.7547429
721744638	orientation	-0.1975295, -1.2304251, 0.7171307
721744650	accel	-2.12363, 2.9829526, 3.926323
721744670	accel	-0.78873414, 2.955435, 2.7592237
721744658	orientation	-0.2921, -1.3013349, 0.65283006
721744691	accel	0.31016964, 3.1890345, 2.8549366
721744678	orientation	-0.45321527, -1.3679888, 0.52371854
721744698	orientation	-0.7360776, -1.4251131, 0.27177787
721744711	accel	0.99003035, 3.4163525, 2.815455
721744731	accel	0.32213375, 3.1543384, 2.5725834
721744718	orientation	-1.2222909, -1.4624097, -0.1840593
721744739	orientation	-1.8562312, -1.4644825, -0.7860925
721744751	accel	-0.02871387, 2.8345976, 1.7428722
721744771	accel	1.3226327, 2.7652056, 0.36640096
721744759	orientation	-2.3395152, -1.4298, -1.233844
721744791	accel	2.3856442, 3.1052856, 1.3357933
721744779	orientation	-2.6011477, -1.3741102, -1.4573838
721744812	accel	3.1746774, 3.3038898, 2.5232315
721744799	orientation	-2.7369406, -1.3127441, -1.5586187
721744832	accel	3.8760736, 3.313461, 2.2767708
721744819	orientation	-2.8190148, -1.2525225, -1.6093576
721744852	accel	4.0734816, 3.2883365, 1.9211375
721744839	orientation	-2.8802981, -1.1950508, -1.6359109
721744859	orientation	-2.9304452, -1.1398549, -1.6472131
721744872	accel	4.108177, 3.1387851, 1.9354944
721744892	accel	5.043173, 3.14716, 1.7967107
721744880	orientation	-2.9728744, -1.085442, -1.6492488
721744912	accel	5.927919, 3.1758738, 1.8361923
721744900	orientation	-3.0111384, -1.0318254, -1.6472241
721744932	accel	5.9937215, 3.0499516, 2.1248264
721744920	orientation	-3.0439663, -0.9810551, -1.6404009
721744953	accel	5.4430733, 2.579762, 2.0889342
721744940	orientation	-3.0695388, -0.93514985, -1.624213
721744973	accel	6.396912, 2.1128623, 1.1623136
721744960	orientation	-3.091997, -0.89098203, -1.5991237
721744993	accel	9.079565, 2.3545375, 0.581755
721744980	orientation	-3.119314, -0.8437746, -1.5749738
721745013	accel	10.749456, 2.935096, 1.5693926
721745000	orientation	3.1334815, -0.795181, -1.5580727
721745033	accel	10.092328, 2.9889345, 2.199004
721745021	orientation	3.1100307, -0.75261986, -1.5419595
721745053	accel	8.597113, 2.5450659, 1.9331015
721745041	orientation	3.095921, -0.7193889, -1.5153334
721745073	accel	9.253045, 2.3832514, 0.7265208
721745061	orientation	3.0845401, -0.6894094, -1.4776952
721745094	accel	11.643774, 2.8573294, 1.0929217
721745081	orientation	3.0673106, -0.65464944, -1.444279
721745114	accel	14.030615, 3.586243, 2.254039
721745101	orientation	3.04724, -0.6166894, -1.4229063
721745134	accel	14.8734865, 3.972983, 2.716153
721745121	orientation	3.0326884, -0.58287424, -1.405433
721745154	accel	14.881862, 4.039982, 1.5430715
721745141	orientation	3.0219412, -0.55775714, -1.3843569
721745174	accel	14.84567, 4.0495534, 0.7923234
721745162	orientation	3.0107238, -0.5385012, -1.3616539
721745194	accel	15.518651, 4.3441696, 1.1335998
721745182	orientation	2.9988186, -0.5213311, -1.3419498
721745215	accel	16.769499, 4.813462, 1.3824533
721745202	orientation	2.9886158, -0.5049698, -1.3288505
721745235	accel	17.4027, 5.0862436, 1.8110676
721745222	orientation	2.9801855, -0.49170846, -1.3215168
721745242	orientation	2.9752762, -0.48449218, -1.3146814
721745255	accel	17.621643, 5.1903315, 1.4174483
721745275	accel	17.10928, 5.319544, 1.2975081
